1,2,294.64,448.61,25.77,70.83,1,-1,-1,-1
2,2,293.52,453.33,25.02,75.56,1,-1,-1,-1
8,2,298.75,487.57,16.80,50.76,1,-1,-1,-1
10,2,300.62,489.93,21.29,67.29,1,-1,-1,-1
11,2,303.23,500.56,21.66,54.31,1,-1,-1,-1
12,2,305.10,500.56,22.78,61.39,1,-1,-1,-1
14,2,308.09,508.82,19.79,67.29,1,-1,-1,-1
17,2,308.09,519.44,23.53,62.57,1,-1,-1,-1
20,2,311.45,522.99,17.55,57.85,1,-1,-1,-1
23,2,311.07,511.18,22.03,74.38,1,-1,-1,-1
26,2,309.58,501.74,22.03,60.21,1,-1,-1,-1
30,2,309.58,469.86,22.03,62.57,1,-1,-1,-1
32,2,312.94,465.14,19.42,54.31,1,-1,-1,-1
34,2,317.05,428.54,20.17,68.47,1,-1,-1,-1
36,2,325.64,415.56,20.54,59.03,1,-1,-1,-1
38,2,331.99,388.40,23.90,69.65,1,-1,-1,-1
40,2,338.71,376.60,22.78,57.85,1,-1,-1,-1
42,2,343.94,351.81,21.66,77.92,1,-1,-1,-1
43,2,340.57,349.44,24.27,51.94,1,-1,-1,-1
45,2,336.47,315.21,25.39,73.19,1,-1,-1,-1
48,2,325.26,295.14,21.66,70.83,1,-1,-1,-1
50,2,310.33,282.15,25.39,64.93,1,-1,-1,-1
52,2,288.67,278.61,26.89,63.75,1,-1,-1,-1
54,2,269.25,273.89,21.66,75.56,1,-1,-1,-1
56,2,248.34,295.14,25.39,64.93,1,-1,-1,-1
58,2,234.89,318.75,19.42,49.58,1,-1,-1,-1
60,2,219.95,335.28,19.05,48.40,1,-1,-1,-1
61,2,209.50,337.64,22.41,61.39,1,-1,-1,-1
62,2,199.79,342.36,26.51,61.39,1,-1,-1,-1
64,2,183.36,349.44,23.53,66.11,1,-1,-1,-1
65,2,175.14,364.79,24.27,42.50,1,-1,-1,-1
67,2,154.60,367.15,26.51,51.94,1,-1,-1,-1
68,2,149.38,354.17,19.79,70.83,1,-1,-1,-1
70,2,131.82,360.07,25.39,55.49,1,-1,-1,-1
72,2,122.49,348.26,24.65,68.47,1,-1,-1,-1
74,2,116.14,362.43,25.02,44.86,1,-1,-1,-1
81,2,114.65,340.00,25.02,47.22,1,-1,-1,-1
84,2,119.87,327.01,25.77,55.49,1,-1,-1,-1
87,2,129.96,314.03,21.29,62.57,1,-1,-1,-1
90,2,135.56,312.85,23.15,60.21,1,-1,-1,-1
128,2,139.29,311.67,20.17,56.67,1,-1,-1,-1
133,2,129.21,311.67,25.39,60.21,1,-1,-1,-1
139,2,125.85,316.39,27.26,67.29,1,-1,-1,-1
142,2,122.86,328.19,25.02,59.03,1,-1,-1,-1
145,2,123.61,349.44,28.75,60.21,1,-1,-1,-1
149,2,142.28,373.06,19.05,51.94,1,-1,-1,-1
152,2,154.60,384.86,19.79,55.49,1,-1,-1,-1
154,2,166.55,382.50,23.15,63.75,1,-1,-1,-1
155,2,180.00,391.94,19.79,44.86,1,-1,-1,-1
156,2,188.59,387.22,19.42,54.31,1,-1,-1,-1
159,2,208.00,375.42,19.42,59.03,1,-1,-1,-1
162,2,216.97,357.71,19.42,67.29,1,-1,-1,-1
166,2,236.01,356.53,17.92,62.57,1,-1,-1,-1
171,2,252.82,361.25,20.91,59.03,1,-1,-1,-1
176,2,240.12,370.69,20.91,47.22,1,-1,-1,-1
179,2,225.56,376.60,18.30,47.22,1,-1,-1,-1
184,2,197.55,367.15,20.91,51.94,1,-1,-1,-1
186,2,190.83,371.88,17.92,37.78,1,-1,-1,-1
189,2,176.26,371.88,20.91,44.86,1,-1,-1,-1
191,2,166.93,376.60,22.41,41.32,1,-1,-1,-1
195,2,157.22,397.85,20.91,47.22,1,-1,-1,-1
200,2,159.83,425.00,24.27,40.14,1,-1,-1,-1
203,2,169.17,434.44,28.75,28.33,1,-1,-1,-1
206,2,185.22,432.08,21.29,30.69,1,-1,-1,-1
209,2,198.30,419.10,23.53,46.04,1,-1,-1,-1
213,2,207.26,416.74,18.67,31.88,1,-1,-1,-1
220,2,193.81,420.28,21.66,33.06,1,-1,-1,-1
224,2,178.88,434.44,25.02,29.51,1,-1,-1,-1
230,2,176.64,433.26,20.91,60.21,1,-1,-1,-1
234,2,181.12,465.14,31.74,27.15,1,-1,-1,-1
236,2,197.55,463.96,23.90,35.42,1,-1,-1,-1
239,2,209.50,456.88,22.03,50.76,1,-1,-1,-1
243,2,215.85,474.58,27.63,38.96,1,-1,-1,-1
248,2,200.16,474.58,24.27,47.22,1,-1,-1,-1
252,2,183.36,489.93,23.15,47.22,1,-1,-1,-1
254,2,180.00,494.65,20.91,56.67,1,-1,-1,-1
259,2,175.89,520.62,23.53,46.04,1,-1,-1,-1
263,2,181.12,535.97,28.75,49.58,1,-1,-1,-1
266,2,185.60,539.51,24.27,62.57,1,-1,-1,-1
270,2,194.19,554.86,22.78,49.58,1,-1,-1,-1
274,2,202.40,548.96,26.89,56.67,1,-1,-1,-1
276,2,211.37,559.58,28.38,42.50,1,-1,-1,-1
278,2,222.20,550.14,25.77,53.12,1,-1,-1,-1
281,2,240.12,553.68,23.15,41.32,1,-1,-1,-1
284,2,253.19,547.78,25.02,34.24,1,-1,-1,-1
289,2,258.05,534.79,25.77,50.76,1,-1,-1,-1
292,2,259.54,546.60,25.39,37.78,1,-1,-1,-1
295,2,263.27,552.50,26.89,35.42,1,-1,-1,-1
296,2,259.17,519.44,38.09,85.00,1,-1,-1,-1
